Ticker,Name,1D (%),1M (%),6M (%),YTD (%),1Y (%)
HCIC,Hennessy Capital Investment Corp. VIII - Class A Ordinary Shares,0,0,0,0,0
HCKT,"The Hackett Group, Inc. - Common Stock",4,-14,-39,-43,-55
HCM,HUTCHMED (China) Limited - American Depositary Shares,0,-11,-16,-12,-11
HCMA,HCM III Acquisition Corp. - Class A Ordinary Share,0,1,1,1,1
HCSG,"Healthcare Services Group, Inc. - Common Stock",1,-6,10,18,43
HCTI,"Healthcare Triangle, Inc. - Common Stock",2,8,-98,-93,-97
HDL,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,0,-3,-23,-16,-30
HDSN,"Hudson Technologies, Inc. - Common Stock",-2,-20,-24,-26,-30
HELE,Helen of Troy Limited - Common Stock,3,10,40,24,-2
HELP,Cybin Inc. - Common Stock,2,-13,-21,-43,-44
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,-4,-2,21,7,3
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",0,0,26,8,51
HFFG,HF Foods Group Inc. - Common Stock,4,2,-15,-8,-49
HGBL,Heritage Global Inc. - Common Stock,0,-15,-8,-2,-44
HHS,"Harte Hanks, Inc. - Common Stock",1,-5,-17,-14,-44
HIFS,Hingham Institution for Savings - Common Stock,0,-2,5,6,15
HIHO,Highway Holdings Limited - Common Stock,0,-8,-33,-45,-58
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",6,83,186,147,154
HIND,"Vyome Holdings, Inc. - Common Stock",0,4,-57,-37,-88
HIT,"Health In Tech, Inc. - Class A Common Stock",-3,-40,-38,-49,34
HITI,High Tide Inc. - Common Shares,-2,-6,-5,-15,5
HIVE,HIVE Digital Technologies Ltd - Common Shares,6,66,27,49,106
HKIT,Hitek Global Inc. - Class A Ordinary Share,1,-16,-99,-99,-99
HKPD,"Cellyan Biotechnology Co., Ltd  - Class A Ordinary Shares",-4,-20,-49,-34,-56
HLIT,Harmonic Inc. - Common Stock,20,45,69,52,66
HLMN,Hillman Solutions Corp. - Common Stock,2,-16,-12,-15,-3
HLNE,Hamilton Lane Incorporated - Class A Common Stock,2,1,-24,-34,-47
HLP,Hongli Group Inc. - Ordinary Shares,-1,-47,-71,-55,-54
HLXC,Helix Acquisition Corp. III - Class A Ordinary Shares,0,0,-1,-1,-1
HMH,HMH Holding Inc. - Common Stock,4,16,26,26,26
HNNA,"Hennessy Advisors, Inc. - Common Stock",2,7,6,10,4
HNNAZ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026",0,0,2,1,8
HNST,"The Honest Company, Inc. - Common Stock",7,-2,32,31,-32
HOFT,Hooker Furnishings Corporation - Common Stock,3,5,29,22,50
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,2,9,-41,-32,-69
HON,Honeywell International Inc. - Common Stock,2,8,22,18,9
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",-3,-12,-36,-36,12
HOPE,"Hope Bancorp, Inc. - Common Stock",-1,-1,22,15,26
HOTH,"Hoth Therapeutics, Inc. - Common Stock",8,-12,-39,-36,-20
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,-1,-3,7,3,41
HPAI,Helport AI Limited - Ordinary Shares,-1,-35,-70,-75,-80
HPK,"HighPeak Energy, Inc. - Common Stock",8,24,23,76,-20
HQ,Horizon Quantum Holdings Ltd. - Class A Ordinary Shares,16,20,41,41,41
HQI,"HireQuest, Inc. - Common Stock",-3,7,36,13,26
HQY,"HealthEquity, Inc. - Common Stock",2,5,-15,-3,-13
HSAI,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",-1,-12,13,-14,-3
HSCS,HeartSciences Inc. - Common Stock,2,-1,-22,-37,-54
HSDT,Solana Company - Class A Common Stock,-3,8,-39,-26,-99
HSIC,"Henry Schein, Inc. - Common Stock",1,-4,0,-3,1
HSPT,Horizon Space Acquisition II Corp. - Ordinary share,16,11,-17,-17,-14
HST,"Host Hotels & Resorts, Inc. - Common Stock",0,7,33,25,53
HSTM,"HealthStream, Inc. - Common Stock",1,11,-5,5,-14
HTCO,High-Trend International Group - Class A Ordinary Shares,-4,-85,-63,-33,-29
HTFL,"Heartflow, Inc. - Common Stock",1,-7,-4,2,-2
HTHT,H World Group Limited - American Depositary Shares,-3,-8,1,-4,31
HTLD,"Heartland Express, Inc. - Common Stock",0,8,91,57,60
HTLM,HomesToLife Ltd - Ordinary Shares,-2,-9,-43,-27,-51
HTO,H2O America  - Common Stock,1,-2,31,20,14
HTOO,Fusion Fuel Green PLC - Ordinary Shares,-5,-13,0,-16,-71
HTZ,"Hertz Global Holdings, Inc - Common Stock",5,-5,4,2,-28
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,0,0,1,1,4
HVMC,Highview Merger Corp. - Class A Ordinary Share,0,0,1,1,2
HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,-2,-19,-21,-11,-66
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",0,-2,-44,-39,-72
HYFT,MindWalk Holdings Corp. - Common Stock,11,47,-3,-15,220
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,-3,-15,232,32,970
HYNE,"Hoyne Bancorp, Inc. - Common Stock",1,1,13,11,13
HYPD,"Hyperion DeFi, Inc. - Common Stock",-7,-18,-11,1,134
IAC,IAC Inc. - Common Stock,2,-6,27,8,13
IACO,Idea Acquisition Corp. - Class A Ordinary Shares,0,1,1,1,1
IBAC,IB Acquisition Corp. - Common Stock,0,0,3,3,3
IBCP,Independent Bank Corporation - Common Stock,0,2,10,7,9
IBEX,IBEX Limited - Common Share,0,16,-9,-12,13
IBG,Innovation Beverage Group Limited - Ordinary Shares,-5,-25,-91,-91,-95
IBIO,"iBio, Inc. - Common Stock",-3,8,66,-9,127
IBOC,International Bancshares Corporation - Common Stock,1,2,12,10,16
ICCC,ImmuCell Corporation - Common Stock,1,23,114,71,62
ICCM,IceCure Medical Ltd. - Ordinary Shares,0,-17,-67,-63,-79
ICFI,"ICF International, Inc. - Common Stock",1,4,-10,-19,-20
ICG,Intchains Group Limited - American Depositary Shares,-5,-28,-38,-50,-58
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",1,-26,-51,-48,-46
ICON,Icon Energy Corp. - Common stock,1,24,-71,-59,-84
IDAI,T Stamp Inc. - Class A Common Stock,1,-18,-49,-50,-5
IDCC,"InterDigital, Inc. - Common Stock",-2,-28,-24,-20,25
IDN,"Intellicheck, Inc. - Common Stock",4,-44,-29,-33,-15
IDXX,"IDEXX Laboratories, Inc. - Common Stock",1,-3,-26,-17,8
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",-1,-1,-16,-14,50
IEAG,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,0,0,0,0,0
IEP,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,0,0,12,15,11
IESC,"IES Holdings, Inc. - Common Stock",2,9,64,62,156
IFBD,"Infobird Co., Ltd - Ordinary Shares",0,-10,2,-9,-13
IGAC,Invest Green Acquisition Corporation - Class A Ordinary Shares,0,0,1,1,1
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,-2,-4,12,6,16
III,"Information Services Group, Inc. - Common Stock",2,9,-14,-19,-5
IIIV,"i3 Verticals, Inc. - Common Stock",2,-7,-16,-21,-21
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",-3,-11,9,-13,-5
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,-3,-4,-22,-1,-9
ILMN,"Illumina, Inc. - Common Stock",0,12,15,7,75
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,-1,13,62,58,169
IMA,"ImageneBio, Inc. - Common Stock",1,-5,-20,-18,-61
IMCC,IM Cannabis Corp. - Common Shares,3,-13,-84,-84,-87
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,4,59,0,-15,87
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",1,-2,18,27,45
IMMP,Immutep Limited - American Depositary Shares,2,-6,-72,-83,-75
IMMX,"Immix Biopharma, Inc. - Common Stock",1,-8,103,62,346
IMNM,"Immunome, Inc. - Common Stock",-6,-8,16,4,152
IMNN,"Imunon, Inc. - Common Stock",2,-21,-41,-44,-93
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,4,18,86,67,182
IMPP,Imperial Petroleum Inc. - Common Shares,11,23,-11,56,100
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,0,0,3,2,14
IMTE,Integrated Media Technology Limited - Ordinary Shares,-4,-6,-33,-18,-57
IMTX,Immatics N.V. - Ordinary Shares,5,2,10,11,136
IMVT,"Immunovant, Inc.  - Common Stock",0,19,46,32,139
IMXI,"International Money Express, Inc. - Common Stock",0,-4,1,-1,37
INAB,"IN8bio, Inc. - Common Stock",-1,7,-15,-32,-61
INAC,Indigo Acquisition Corp. - Ordinary Shares,0,0,2,2,3
INBK,First Internet Bancorp - Common Stock,-2,4,25,16,-3
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,0,1,6,3,13
INBS,Intelligent Bio Solutions Inc.  - Common Stock,-2,5,-61,-67,-82
INBX,"Inhibrx Biosciences, Inc. - Common Stock",-8,-23,25,35,672
INCY,Incyte Corporation - Common Stock,0,2,-9,-4,49
INDB,Independent Bank Corp. - Common Stock,0,1,13,9,31
INDI,"indie Semiconductor, Inc. - Class A Common Stock",15,21,41,30,85
INDP,"Indaptus Therapeutics, Inc. - Common Stock",15,-64,-36,-55,-87
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",0,9,14,5,217
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,-1,-21,-6,17,-46
INGN,"Inogen, Inc - Common Stock",0,-12,-10,-3,-3
INHD,Inno Holdings Inc. - Common Stock,2,-50,-99,-95,-100
INKT,"MiNK Therapeutics, Inc. - Common Stock",-1,-2,-1,-2,49
INLF,INLIF LIMITED - Class A Ordinary shares,2,24,-57,-49,-79
INM,InMed Pharmaceuticals Inc. - Common Shares,-1,135,41,54,-38
INMB,INmune Bio Inc. - Common stock,1,-1,-2,-6,-81
INMD,InMode Ltd.  - Ordinary Shares,-1,-4,-1,-7,-6
INNV,InnovAge Holding Corp. - Common Stock,-2,-11,35,39,78
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",2,15,-25,-20,-32
INOD,Innodata Inc. - Common Stock,-3,128,68,80,139
INSE,"Inspired Entertainment, Inc. - Common Stock",-2,1,-5,-22,-10
INSG,Inseego Corp. - Common Stock,3,-16,20,24,46
INSM,Insmed Incorporated - Common Stock,-3,-22,-49,-40,56
INTA,"Intapp, Inc. - Common Stock",0,-8,-49,-53,-63
INTC,Intel Corporation - Common Stock,1,41,235,204,483
INTG,The Intergroup Corporation - Common Stock,11,5,26,58,246
INTJ,Intelligent Group Limited - Class A Ordinary Shares,0,-7,-6,-20,-18
INTS,"Intensity Therapeutics, Inc. - Common Stock",0,-10,-55,-54,-42
INTZ,Intrusion Inc. - Common Stock,3,0,-42,-33,-44
INV,"Innventure, Inc. - Common Stock",-1,-7,43,48,15
INVA,"Innoviva, Inc. - Common Stock",1,-4,5,13,17
INVE,"Identiv, Inc. - Common Stock",1,-15,19,11,19
INVZ,Innoviz Technologies Ltd. - Ordinary shares,0,7,-42,-26,-25
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",0,5,-4,-5,127
IOSP,Innospec Inc. - Common Stock,1,4,13,6,-7
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",11,20,64,63,138
IPCX,Inflection Point Acquisition Corp. III - Class A ordinary shares,0,0,2,2,0
IPDN,"Professional Diversity Network, Inc. - Common Stock",3,-20,-61,-50,-56
IPEX,Inflection Point Acquisition Corp. - Class A Ordinary Shares,0,0,2,2,4
IPFX,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,0,-1,-1,-1,-1
IPGP,IPG Photonics Corporation - Common Stock,-1,2,55,59,78
IPHA,Innate Pharma S.A. - American Depositary Shares,-7,31,1,1,-15
IPM,Intelligent Protection Management Corp.  - Common Stock,1,15,9,15,-13
IPOD,Dune Acquisition Corporation II - Class A ordinary shares,0,0,2,2,3
IPSC,"Century Therapeutics, Inc. - Common Stock",0,0,335,127,302
IPST,"IP Strategy Holdings, Inc. - Common Stock",-16,-12,-97,-87,-98
IPX,IperionX Limited - American Depositary Share,4,15,24,-6,50
IQ,"iQIYI, Inc. - American Depositary Shares",-1,-2,-50,-46,-36
IQST,iQSTEL Inc. - Common Stock,-3,-22,-71,-60,-87
ISBA,Isabella Bank Corporation - Common stock,0,1,1,-14,60
ISPC,iSpecimen Inc. - Common Stock,-3,-30,-82,-70,-92
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",3,-22,77,-12,62
ITHA,ITHAX Acquisition Corp III - Class A Ordinary Shares,0,0,1,1,1
ITIC,Investors Title Company - Common Stock,-1,0,-8,-2,6
ITOC,iTonic Holdings Ltd - Class A Ordinary Shares,3,-23,-45,-28,-95
IVA,Inventiva S.A. - American Depository Shares,-3,-1,25,7,51
IVDA,"Iveda Solutions, Inc. - Common Stock",3,7,-64,-63,-85
IVF,"INVO Fertility, Inc. - Common Stock",4,-20,-87,-64,-99
IVVD,"Invivyd, Inc. - Common Stock",-1,-25,-54,-56,22
IXHL,Incannex Healthcare Inc. - Common Stock,-3,-14,-65,-70,-57
IZEA,"IZEA Worldwide, Inc. - Common Stock",3,-11,-23,-17,29
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,-8,17,-59,-84,-84
JACK,Jack In The Box Inc. - Common Stock,2,-12,-33,-38,-43
JAGX,"Jaguar Health, Inc. - Common Stock",-16,-70,-93,-92,-98
JAKK,"JAKKS Pacific, Inc. - Common Stock",0,1,46,30,11
JANX,"Janux Therapeutics, Inc. - Common Stock",1,-5,-54,6,-40
JATT,JATT II Acquisition Corp - Ordinary Shares,-1,0,4,4,4
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,0,19,33,39,119
JBDI,JBDI Holdings Limited - Ordinary Shares,-17,-26,-55,-43,-62
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",0,4,56,32,87
JBIO,"Jade Biosciences, Inc. - Common Stock",-5,-17,83,57,201
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",1,-2,12,12,30
JCAP,"Jefferson Capital, Inc. - Common Stock",-1,-17,-17,-21,-3
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,1,9,51,58,47
JCTC,Jewett-Cameron Trading Company - Common Shares,2,7,-12,-11,-44
JD,"JD.com, Inc. - American Depositary Shares",-3,3,9,7,-3
JDZG,JIADE LIMITED - Class A Ordinary Shares,5,203,-89,-82,-97
JEM,707 Cayman Holdings Limited - Ordinary Shares,0,15,-72,-60,-98
JF,J and Friends Holdings Limited - American Depositary Shares,0,-3,1,7,0
JFB,JFB Construction Holdings - Class A Common Stock,3,-12,-45,-29,111
JFIN,Jiayin Group Inc. - American Depositary Shares,-9,-14,-45,-34,-67
JG,Aurora Mobile Limited - American Depositary Shares,-6,-17,-11,-6,-48
JJSF,J & J Snack Foods Corp. - Common Stock,1,-13,-14,-17,-32
JKHY,"Jack Henry & Associates, Inc. - Common Stock",0,-7,-17,-21,-23
JL,J-Long Group Limited - Class A Ordinary Shares,0,-2,39,10,32
JLHL,Julong Holding Limited - Class A Ordinary Shares,-11,92,465,405,361
JMSB,"John Marshall Bancorp, Inc. - Common Stock",0,-3,9,8,23
JOYY,JOYY Inc. - American Depositary Shares,-3,-7,-13,-14,27
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",-1,-1,-1,-7,8
JTAI,Jet.AI Inc. - Common Stock,2,6,-98,-95,-99
JVA,"Coffee Holding Co., Inc. - Common Stock",1,-12,26,18,22
JXG,JX Luxventure Group Inc. - Common Stock,5,85,75,22,-81
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,-19,-86,-80,-85,-93
JYNT,The Joint Corp. - Common Stock,1,-1,7,1,-11
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,1,-18,-50,-32,-83
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",8,15,-86,-39,-99
KALA,"KALA BIO, Inc. - Common Stock",-7,-59,-92,-92,-99
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",0,40,101,73,139
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,0,0,1,1,1
KBSX,FST Corp. - Ordinary Shares,-1,4,4,0,-17
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,4,-14,15,30,10
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,0,0,2,2,3
KDK,"Kodiak AI, Inc. - Common Stock",-2,-11,28,-28,-2
KDP,Keurig Dr Pepper Inc. - Common Stock,1,3,8,6,-8
KE,"Kimball Electronics, Inc. - Common Stock",2,-9,-11,-15,33
KEEL,Keel Infrastructure Corp. - Common Stock,4,53,72,85,350
KELYA,"Kelly Services, Inc. - Class A Common Stock",0,12,29,25,-9
KELYB,"Kelly Services, Inc. - Class B Common Stock",-2,9,102,104,59
KFFB,Kentucky First Federal Bancorp - Common Stock,-2,6,8,-2,77
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,0,0,2,2,4
KG,"Kestrel Group, Ltd. - Common Stock",-3,7,-21,17,-52
KGEI,Kolibri Global Energy Inc. - Common stock,-1,4,52,50,-18
KHC,The Kraft Heinz Company - Common Stock,1,9,-3,-1,-6
KIDS,OrthoPediatrics Corp. - Common Stock,0,16,2,5,-13
KIDZ,"Classover Holdings, Inc. - Class B Common Stock",25,-53,-98,-95,-100
KINS,"Kingstone Companies, Inc - Common Stock",0,-9,9,-1,-3
KITT,"Nauticus Robotics, Inc. - Common stock",-3,-43,-77,-76,-98
KLAC,KLA Corporation  - Common Stock,3,0,67,49,141
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",3,21,153,117,225
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",-4,-12,85,58,59
KMB,Kimberly-Clark Corporation - Common Stock,0,1,-3,-1,-28
KMDA,Kamada Ltd. - Ordinary Shares,0,-5,18,15,16
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",0,-3,-20,-11,-4
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",1,0,-26,-14,-35
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",-1,22,27,27,101
KOD,Kodiak Sciences Inc - Common Stock,-3,-18,66,39,912
KOPN,Kopin Corporation - Common Stock,6,39,121,106,275
KOSS,Koss Corporation - Common Stock,-4,-9,-14,-9,-37
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,0,0,2,2,2
KPLT,"Katapult Holdings, Inc. - Common Stock",-2,-16,1,-6,-32
KPTI,Karyopharm Therapeutics Inc. - Common Stock,1,-6,47,13,79
KSCP,"Knightscope, Inc. - Class A Common Stock",4,-5,-36,-26,-51
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,1,3,30,21,13
KTCC,Key Tronic Corporation - Common Stock,-2,6,16,13,1
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",3,-11,-24,-29,47
KTTA,Pasithea Therapeutics Corp. - Common Stock,-3,1,65,-41,-23
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,0,2,6,5,9
KVHI,"KVH Industries, Inc. - Common Stock",9,21,95,65,117
KXIN,Kaixin Holdings - Ordinary Shares,5,6,-93,-93,-99
KYIV,Kyivstar Group Ltd. - Common Shares,1,23,4,7,16
KYNB,"Kyntra Bio, Inc. - Common Stock",1,-1,-19,-24,-13
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",-3,-4,16,-1,236
KZIA,Kazia Therapeutics Limited - American Depositary Shares,4,14,62,173,265
LAB,Standard BioTools Inc. - Common Stock,-1,14,-27,-19,0
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,-8,-81,-92,-92,-92
LAES,SEALSQ Corp - Ordinary Shares,3,19,-19,-20,-8
LAFA,LaFayette Acquisition Corp. - Ordinary Share,0,1,2,2,2
LAKE,"Lakeland Industries, Inc. - Common Stock",5,1,-26,18,-45
LAND,Gladstone Land Corporation - Common Stock,1,-2,9,8,3
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,0,0,11,13,12
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,0,0,11,11,11
LASE,Laser Photonics Corporation - Common Stock,0,14,-70,-55,-65
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,0,0,1,1,-1
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,0,-24,-99,-99,-99
LBTYA,Liberty Global Ltd. - Class A Common Shares,0,5,11,12,25
LBTYB,Liberty Global Ltd. - Class B Common Shares,-1,-16,33,31,52
LBTYK,Liberty Global Ltd. - Class C Common Shares,0,4,6,9,18
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,0,0,2,1,4
LCFY,Locafy Limited - Ordinary Share,0,-17,25,37,-5
LCID,"Lucid Group, Inc. - Common Stock",0,-2,-54,-48,-78
LCNB,LCNB Corporation - Common Stock,0,-1,7,2,18
LE,"Lands' End, Inc. - Common Stock",1,2,-24,-20,28
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",1,1,14,8,36
LEDS,SemiLEDS Corporation - Common Stock,13,44,10,48,-11
LEE,"Lee Enterprises, Incorporated - Common Stock",-1,13,121,105,41
LEGH,Legacy Housing Corporation - Common Stock,0,6,20,19,2
LEGN,Legend Biotech Corporation - American Depositary Shares,5,24,8,37,2
LENZ,"LENZ Therapeutics, Inc. - Common Stock",0,-23,-76,-53,-74
LESL,"Leslie's, Inc. - Common Stock",12,70,17,99,-80
LEXX,Lexaria Bioscience Corp. - Common Stock,7,-32,-39,-1,-38
LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,0,0,1,1,1
LFMD,"LifeMD, Inc. - Common Stock",3,-8,6,20,-64
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",0,-1,6,6,6
LFS,"LEIFRAS Co., Ltd. - American Depositary Shares",89,78,-34,32,14
LFST,"LifeStance Health Group, Inc. - Common Stock",-1,2,14,6,22
LFVN,Lifevantage Corporation - Common Stock,4,2,-13,-6,-57
LGCL,Lucas GC Limited - Class A Ordinary Shares,-2,-6,-18,-20,-90
LGHL,Lion Group Holding Ltd. - American Depositary Share,-3,-13,-85,-67,-98
LGIH,"LGI Homes, Inc. - Common Stock",0,2,-5,11,-14
LGN,Legence Corp. - Class A Common stock,0,0,86,83,167
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,3,-5,11,21,126
LGO,Largo Inc. - Common Shares,0,-25,8,-9,-28
LGVN,Longeveron Inc. - Class A Common stock,14,-9,31,38,-39
LHAI,Linkhome Holdings Inc. - Common stock,2,-17,-92,-89,-84
LI,Li Auto Inc. - American Depositary Shares,-2,-11,-12,-8,-44
LICN,Lichen International Limited - Class A Ordinary Shares,-3,-85,-72,-71,-86
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",1,7,-2,-1,10
LIF,"Life360, Inc. - Common Stock",0,-9,-49,-38,-36
LIFE,Ethos Technologies Inc. - Class A Common Stock,-15,0,5,5,5
LILA,Liberty Latin America Ltd. - Class A Common Stock,-3,-3,-5,9,58
LILAK,Liberty Latin America Ltd. - Class C Common Stock,-4,-4,-5,10,56
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",-31,-17,-80,-74,-97
LIN,Linde plc - Ordinary Shares,1,1,28,21,12
LINC,Lincoln Educational Services Corporation - Common Stock,3,22,143,108,110
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,3,12,75,42,92
LINE,"Lineage, Inc. - Common Stock",2,13,21,17,-4
LINK,"Interlink Electronics, Inc. - Common Stock",1,63,15,17,21
LIQT,"LiqTech International, Inc. - Common Stock",-2,-17,-9,21,6
LITE,Lumentum Holdings Inc. - Common Stock,-2,10,216,145,1108
LITS,"Lite Strategy, Inc. - Common Stock",-3,-9,-42,-31,-50
LIVE,Live Ventures Incorporated - Common Stock,-2,-20,12,-32,-56
LIVN,LivaNova PLC - Ordinary Shares,0,16,22,22,68
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",-1,55,32,53,342
LKFN,Lakeland Financial Corporation - Common Stock,0,-3,5,8,2
LKFT,Lakefront Biotherapeutics - American Depositary Shares,-1,-3,-11,-17,-5
LKQ,LKQ Corporation - Common Stock,1,-12,-5,-8,-31
LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,0,0,2,2,2
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",0,5,28,16,29
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",0,5,26,17,30
LMAT,"LeMaitre Vascular, Inc. - Common Stock",-2,-14,17,23,19
LMB,"Limbach Holdings, Inc. - Common Stock",0,-23,7,-10,-47
LMFA,"LM Funding America, Inc. - Common Stock",5,2,-71,-48,-85
LNAI,Lunai Bioworks Inc. - Common Stock,-3,-9,-78,-71,-91
LNKS,Linkers Industries Limited - Class A Ordinary Shares,-8,-10,-98,-98,-99
LNT,Alliant Energy Corporation - Common Stock,1,3,10,15,23
LNTH,"Lantheus Holdings, Inc. - Common Stock",9,22,82,53,36
LNZA,"LanzaTech Global, Inc. - Common Stock",1,-68,-36,-44,-60
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",-1,-5,-3,-8,-11
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,5,8,35,10,-22
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",0,2,35,36,44
LOGI,Logitech International S.A. - Registered Shares,6,18,0,12,34
LOKV,Live Oak Acquisition Corp. V - Class A Ordinary Shares,0,1,2,2,4
LONA,"LeonaBio, Inc. - Common Stock",3,24,134,48,260
LOOP,"Loop Industries, Inc. - Common Stock",1,3,26,35,22
LOPE,"Grand Canyon Education, Inc. - Common Stock",0,-5,1,-5,-20
LOT,Lotus Technology Inc. - American Depositary Shares,-1,2,8,-5,-32
LOVE,The Lovesac Company - Common Stock,2,1,33,12,-18
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,0,0,2,2,4
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,0,1,2,2,4
LPCN,Lipocine Inc. - Common Stock,2,-5,-30,-72,-36
LPCV,Launchpad Cadenza Acquisition Corp I - Class A Ordinary Share,0,0,1,1,1
LPLA,LPL Financial Holdings Inc. - Common Stock,-1,-13,-18,-21,-25
LPSN,"LivePerson, Inc. - Common Stock",0,-19,-55,-44,-81
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",19,21,150,45,612
LQDA,Liquidia Corporation - Common Stock,-2,63,104,94,291
LQDT,"Liquidity Services, Inc. - Common Stock",1,-2,20,16,46
LSAK,"Lesaka Technologies, Inc. - Common Stock",-1,2,25,8,17
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",0,-1,12,8,42
LSCC,Lattice Semiconductor Corporation - Common Stock,3,20,109,82,199
LSE,"Leishen Energy Holding Co., Ltd. - Class A Ordinary Shares",0,-9,-9,11,-7
LSH,Lakeside Holding Limited - Common Stock,0,-6,-37,-39,-41
LSTA,"Lisata Therapeutics, Inc. - Common Stock",0,1,60,60,22
LVO,"LiveOne, Inc. - Common Stock",7,19,55,53,-9
LX,LexinFintech Holdings Ltd. - American Depositary Shares,2,-8,-44,-34,-70
LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",2,24,-56,-20,-93
